BusinessEntityID,ContactTypeID,PersonID,CountryRegionCode,name_country,CountryRegionName,IsOnlyStateProvinceFlag,StateProvinceCode,StateProvinceID,StateProvinceName,TerritoryID,AddressID,AddressLine1,AddressLine2,City,PostalCode,SpatialLocation,AddressTypeID,name_type
30,,,US,United States,United States,False,WA,79.0,Washington,1.0,155.0,2046 Las Palmas,,Edmonds,98020,POINT (-122.435528189851 47.7715019042374),2.0,Home
31,,,US,United States,United States,False,WA,79.0,Washington,1.0,142.0,2080 Sycamore Drive,,Edmonds,98020,POINT (-122.349866151137 47.7619428243166),2.0,Home
32,,,US,United States,United States,False,WA,79.0,Washington,1.0,162.0,3197 Thornhill Place,,Bellevue,98004,POINT (-122.10628750236 47.6868051416667),2.0,Home
33,,,US,United States,United States,False,WA,79.0,Washington,1.0,108.0,7842 Ygnacio Valley Road,,Seattle,98104,POINT (-122.232135431704 47.5653032022686),2.0,Home
34,,,US,United States,United States,False,WA,79.0,Washington,1.0,184.0,5678 Clear Court,,Bellevue,98004,POINT (-122.314034388623 47.6534710458018),2.0,Home
35,,,US,United States,United States,False,WA,79.0,Washington,1.0,212.0,8000 Crane Court,,Redmond,98052,POINT (-122.081764650711 47.7013686772868),2.0,Home
36,,,US,United States,United States,False,WA,79.0,Washington,1.0,100.0,5125 Cotton Ct.,,Seattle,98104,POINT (-122.354465431135 47.6747909898639),2.0,Home
37,,,US,United States,United States,False,WA,79.0,Washington,1.0,227.0,8467 Clifford Court,,Redmond,98052,POINT (-122.216094890899 47.6393754959607),2.0,Home
38,,,US,United States,United States,False,WA,79.0,Washington,1.0,90.0,9752 Jeanne Circle,,Carnation,98014,POINT (-121.93845399584 47.6937939531009),2.0,Home
39,,,US,United States,United States,False,WA,79.0,Washington,1.0,93.0,4598 Manila Avenue,,Seattle,98104,POINT (-122.464562430623 47.6081462495885),2.0,Home
40,,,US,United States,United States,False,WA,79.0,Washington,1.0,92.0,7126 Ending Ct.,,Seattle,98104,POINT (-122.207669431818 47.5557825250864),2.0,Home
41,,,US,United States,United States,False,WA,79.0,Washington,1.0,69.0,2275 Valley Blvd.,,Monroe,98272,POINT (-121.963626477709 47.832116143453),2.0,Home
42,,,US,United States,United States,False,WA,79.0,Washington,1.0,67.0,4734 Sycamore Court,,Monroe,98272,POINT (-122.085541338243 47.8847367332697),2.0,Home
43,,,US,United States,United States,False,WA,79.0,Washington,1.0,197.0,7820 Bird Drive,,Sammamish,98074,POINT (-122.199202389179 47.6752081880636),2.0,Home
44,,,US,United States,United States,False,WA,79.0,Washington,1.0,84.0,3421 Bouncing Road,,Duvall,98019,POINT (-121.944003147514 47.7909549434728),2.0,Home
45,,,US,United States,United States,False,WA,79.0,Washington,1.0,150.0,7338 Green St.,,Edmonds,98020,POINT (-122.460003058055 47.790620064079),2.0,Home
46,,,US,United States,United States,False,WA,79.0,Washington,1.0,85.0,991 Vista Verde,,Duvall,98019,POINT (-121.883104224648 47.6811565253627),2.0,Home
47,,,US,United States,United States,False,WA,79.0,Washington,1.0,246.0,6629 Polson Circle,,Everett,98201,POINT (-122.299407833579 48.0522332047879),2.0,Home
48,,,US,United States,United States,False,WA,79.0,Washington,1.0,240.0,2176 Apollo Way,,Everett,98201,POINT (-122.152765857759 47.9706423174046),2.0,Home
49,,,US,United States,United States,False,WA,79.0,Washington,1.0,56.0,3114 Notre Dame Ave.,,Snohomish,98296,POINT (-121.939305104346 47.8708917690675),2.0,Home
50,,,US,United States,United States,False,WA,79.0,Washington,1.0,153.0,9277 Country View Lane,,Edmonds,98020,POINT (-122.472240492156 47.8479745436038),2.0,Home
51,,,US,United States,United States,False,WA,79.0,Washington,1.0,71.0,5734 Ashford Court,,Monroe,98272,POINT (-121.853903103229 47.7986303135695),2.0,Home
52,,,US,United States,United States,False,WA,79.0,Washington,1.0,48.0,5553 Cash Avenue,,Kenmore,98028,POINT (-122.229283349612 47.6952572456571),2.0,Home
53,,,US,United States,United States,False,WA,79.0,Washington,1.0,208.0,9006 Woodside Way,,Redmond,98052,POINT (-122.130612010779 47.6822938522633),2.0,Home
54,,,US,United States,United States,False,WA,79.0,Washington,1.0,60.0,4852 Chaparral Court,,Snohomish,98296,POINT (-121.988144317365 47.7943748591469),2.0,Home
55,,,US,United States,United States,False,WA,79.0,Washington,1.0,131.0,504 O St.,,Edmonds,98020,POINT (-122.190779507812 47.766722364277),2.0,Home
56,,,US,United States,United States,False,WA,79.0,Washington,1.0,46.0,5669 Ironwood Way,,Kenmore,98028,POINT (-122.241507500362 47.8194263343111),2.0,Home
57,,,US,United States,United States,False,WA,79.0,Washington,1.0,55.0,591 Merriewood Drive,,Snohomish,98296,POINT (-122.18350116944 47.8708917690675),2.0,Home
58,,,US,United States,United States,False,WA,79.0,Washington,1.0,119.0,7439 Laguna Niguel,,Seattle,98104,POINT (-122.464562430623 47.5510221864953),2.0,Home
59,,,US,United States,United States,False,WA,79.0,Washington,1.0,8.0,6387 Scenic Avenue,,Bothell,98011,POINT (-122.372386833918 47.7440139824339),2.0,Home
60,,,US,United States,United States,False,WA,79.0,Washington,1.0,96.0,5375 Clearland Circle,,Seattle,98104,POINT (-122.440096430737 47.6367082811351),2.0,Home
61,,,US,United States,United States,False,WA,79.0,Washington,1.0,47.0,8192 Seagull Court,,Kenmore,98028,POINT (-122.192610897362 47.7955476634161),2.0,Home
62,,,US,United States,United States,False,WA,79.0,Washington,1.0,97.0,2639 Anchor Court,,Seattle,98104,POINT (-122.195436431875 47.6652703126817),2.0,Home
63,,,US,United States,United States,False,WA,79.0,Washington,1.0,149.0,3026 Anchor Drive,,Edmonds,98020,POINT (-122.411053321647 47.790620064079),2.0,Home
64,,,US,United States,United States,False,WA,79.0,Washington,1.0,143.0,7511 Cooper Dr.,,Edmonds,98020,POINT (-122.203016941914 47.766722364277),2.0,Home
65,,,US,United States,United States,False,WA,79.0,Washington,1.0,148.0,3632 Bank Way,,Edmonds,98020,POINT (-122.435528189851 47.7762814441978),2.0,Home
66,,,US,United States,United States,False,WA,79.0,Washington,1.0,113.0,1102 Ravenwood,,Seattle,98104,POINT (-122.391164430965 47.6652703126817),2.0,Home
67,,,US,United States,United States,False,WA,79.0,Washington,1.0,68.0,896 Southdale,,Monroe,98272,POINT (-121.927052019549 47.7699281736695),2.0,Home
68,,,US,United States,United States,False,WA,79.0,Washington,1.0,199.0,5263 Etcheverry Dr,,Sammamish,98074,POINT (-121.918509124927 47.6513920185222),2.0,Home
69,,,US,United States,United States,False,WA,79.0,Washington,1.0,114.0,1398 Yorba Linda,,Seattle,98104,POINT (-122.415630430851 47.6509892969084),2.0,Home
70,,,US,United States,United States,False,WA,79.0,Washington,1.0,125.0,931 Corte De Luna,,Seattle,98104,POINT (-122.268834431533 47.6652703126817),2.0,Home
71,,,US,United States,United States,False,WA,79.0,Washington,1.0,120.0,6498 Mining Rd.,,Seattle,98104,POINT (-122.25660143159 47.6033859109974),2.0,Home
72,,,US,United States,United States,False,WA,79.0,Washington,1.0,231.0,181 Gaining Drive,,Everett,98201,POINT (-122.238307010321 48.0138374930781),2.0,Home
73,,,US,United States,United States,False,WA,79.0,Washington,1.0,145.0,8411 Mt. Orange Place,,Edmonds,98020,POINT (-122.276441546526 47.790620064079),2.0,Home
74,,,US,United States,United States,False,WA,79.0,Washington,1.0,99.0,5802 Ampersand Drive,,Seattle,98104,POINT (-122.464562430623 47.6700306512728),2.0,Home
75,,,US,United States,United States,False,WA,79.0,Washington,1.0,198.0,1962 Ferndale Lane,,Sammamish,98074,POINT (-122.028345619635 47.665681720247),2.0,Home
76,,,US,United States,United States,False,WA,79.0,Washington,1.0,20.0,6872 Thornwood Dr.,,Bothell,98011,POINT (-122.140204354405 47.7344632694949),2.0,Home
77,,,US,United States,United States,False,WA,79.0,Washington,1.0,94.0,5666 Hazelnut Lane,,Seattle,98104,POINT (-122.391164430965 47.6081462495885),2.0,Home
78,,,US,United States,United States,False,WA,79.0,Washington,1.0,110.0,1064 Slow Creek Road,,Seattle,98104,POINT (-122.45232943068 47.6747909898639),2.0,Home
79,,,US,United States,United States,False,WA,79.0,Washington,1.0,79.0,5086 Nottingham Place,,Duvall,98019,POINT (-121.712587240622 47.6907042138941),2.0,Home
80,,,US,United States,United States,False,WA,79.0,Washington,1.0,204.0,4310 Kenston Dr.,,Sammamish,98074,POINT (-121.918509124927 47.598996445531),2.0,Home
81,,,US,United States,United States,False,WA,79.0,Washington,1.0,152.0,2466 Clearland Circle,,Edmonds,98020,POINT (-122.533427662666 47.8431950036434),2.0,Home
82,,,US,United States,United States,False,WA,79.0,Washington,1.0,109.0,874 Olivera Road,,Seattle,98104,POINT (-122.329999431249 47.6462289583173),2.0,Home
83,,,US,United States,United States,False,WA,79.0,Washington,1.0,103.0,9537 Ridgewood Drive,,Seattle,98104,POINT (-122.366698431078 47.5653032022686),2.0,Home
84,,,US,United States,United States,False,WA,79.0,Washington,1.0,54.0,5724 Victory Lane,,Snohomish,98296,POINT (-122.085822743402 47.8804563828075),2.0,Home
85,,,US,United States,United States,False,WA,79.0,Washington,1.0,14.0,8157 W. Book,,Bothell,98011,POINT (-122.164644615406 47.7822168341902),2.0,Home
86,,,US,United States,United States,False,WA,79.0,Washington,1.0,32517.0,177 11th Ave,,Sammamish,98074,POINT (-121.991733454732 47.6752081880636),2.0,Home
87,,,US,United States,United States,False,WA,79.0,Washington,1.0,91.0,7166 Brock Lane,,Seattle,98104,POINT (-122.391164430965 47.6176669267707),2.0,Home
88,,,US,United States,United States,False,WA,79.0,Washington,1.0,7.0,5672 Hale Dr.,,Bothell,98011,POINT (-122.335726442416 47.7631154083121),2.0,Home
89,,,US,United States,United States,False,WA,79.0,Washington,1.0,161.0,3067 Maya,,Bellevue,98004,POINT (-122.265152768325 47.6725191005817),2.0,Home
90,,,US,United States,United States,False,WA,79.0,Washington,1.0,43.0,5203 Virginia Lane,,Kenmore,98028,POINT (-122.143714294362 47.7477903216261),2.0,Home
91,,,US,United States,United States,False,WA,79.0,Washington,1.0,128.0,8656 Lakespring Place,,Seattle,98104,POINT (-122.329999431249 47.6367082811351),2.0,Home
92,,,US,United States,United States,False,WA,79.0,Washington,1.0,237.0,5242 Marvelle Ln.,,Everett,98201,POINT (-122.226086845669 47.9562439255134),2.0,Home
93,,,US,United States,United States,False,WA,79.0,Washington,1.0,189.0,3708 Montana,,Bellevue,98004,POINT (-122.10628750236 47.6439470184118),2.0,Home
94,,,US,United States,United States,False,WA,79.0,Washington,1.0,124.0,7616 Honey Court,,Seattle,98104,POINT (-122.378931431022 47.6176669267707),2.0,Home
95,,,US,United States,United States,False,WA,79.0,Washington,1.0,136.0,172 Turning Dr.,,Edmonds,98020,POINT (-122.313153848831 47.7332655845542),2.0,Home
96,,,US,United States,United States,False,WA,79.0,Washington,1.0,32513.0,350 Pastel Drive,,Kent,98031,POINT (-122.14778181408 47.3609703433735),2.0,Home
97,,,US,United States,United States,False,WA,79.0,Washington,1.0,76.0,2598 La Vista Circle,,Duvall,98019,POINT (-121.639508533183 47.7766334106758),2.0,Home
98,,,US,United States,United States,False,WA,79.0,Washington,1.0,83.0,5379 Treasure Island Way,# 14,Duvall,98019,POINT (-121.907463793794 47.8100503205354),2.0,Home
99,,,US,United States,United States,False,WA,79.0,Washington,1.0,160.0,3454 Bel Air Drive,,Bellevue,98004,POINT (-122.118358 47.6799394608),2.0,Home
100,,,US,United States,United States,False,WA,79.0,Washington,1.0,133.0,8152 Claudia Dr.,,Edmonds,98020,POINT (-122.447765623953 47.814517763881),2.0,Home
101,,,US,United States,United States,False,WA,79.0,Washington,1.0,32514.0,9882 Clay Rde,,Redmond,98052,POINT (-122.032917290642 47.7538244461011),2.0,Home
102,,,US,United States,United States,False,WA,79.0,Washington,1.0,121.0,6578 Woodhaven Ln.,,Seattle,98104,POINT (-122.25660143159 47.584344556633),2.0,Home
103,,,US,United States,United States,False,WA,79.0,Washington,1.0,32512.0,8316 La Salle St.,,Sammamish,98074,POINT (-122.150386169309 47.598996445531),2.0,Home
104,,,US,United States,United States,False,WA,79.0,Washington,1.0,122.0,2354 Frame Ln.,,Seattle,98104,POINT (-122.25660143159 47.6176669267707),2.0,Home
105,,,US,United States,United States,False,WA,79.0,Washington,1.0,158.0,6058 Hill Street,# 4,Bellevue,98004,POINT (-122.338475198771 47.6153749362418),2.0,Home
106,,,US,United States,United States,False,WA,79.0,Washington,1.0,81.0,8209 Green View Court,,Duvall,98019,POINT (-121.651688317756 47.6859303696284),2.0,Home
107,,,US,United States,United States,False,WA,79.0,Washington,1.0,40.0,1902 Santa Cruz,,Bothell,98011,POINT (-122.225745267909 47.7678907647816),2.0,Home
108,,,US,United States,United States,False,WA,79.0,Washington,1.0,88.0,9666 Northridge Ct.,,Carnation,98014,POINT (-121.755619448665 47.6223033056244),2.0,Home
109,,,US,United States,United States,False,WA,79.0,Washington,1.0,51.0,3280 Pheasant Circle,,Snohomish,98296,POINT (-122.281179595477 47.7656810179267),2.0,Home
110,,,US,United States,United States,False,WA,79.0,Washington,1.0,220.0,4909 Poco Lane,,Redmond,98052,POINT (-122.057340970677 47.6441442022165),2.0,Home
111,,,US,United States,United States,False,WA,79.0,Washington,1.0,141.0,3281 Hillview Dr.,,Edmonds,98020,POINT (-122.300916414729 47.7476042044354),2.0,Home
112,,,US,United States,United States,False,WA,79.0,Washington,1.0,118.0,136 Balboa Court,,Seattle,98104,POINT (-122.440096430737 47.6462289583173),2.0,Home
113,,,US,United States,United States,False,WA,79.0,Washington,1.0,175.0,3284 S. Blank Avenue,,Bellevue,98004,POINT (-122.240711958177 47.6534710458018),2.0,Home
114,,,US,United States,United States,False,WA,79.0,Washington,1.0,144.0,9825 Coralie Drive,,Edmonds,98020,POINT (-122.325391282933 47.8623131634851),2.0,Home
115,,,US,United States,United States,False,WA,79.0,Washington,1.0,139.0,2687 Ridge Road,,Edmonds,98020,POINT (-122.435528189851 47.7953996040394),2.0,Home
116,,,US,United States,United States,False,WA,79.0,Washington,1.0,151.0,2038 Encino Drive,,Edmonds,98020,POINT (-122.533427662666 47.8192973038414),2.0,Home
117,,,US,United States,United States,False,WA,79.0,Washington,1.0,21.0,5747 Shirley Drive,,Bothell,98011,POINT (-122.030223179898 47.7153618436167),2.0,Home
118,,,US,United States,United States,False,WA,79.0,Washington,1.0,87.0,1411 Ranch Drive,,Carnation,98014,POINT (-121.901887086405 47.7128581257612),2.0,Home
119,,,US,United States,United States,False,WA,79.0,Washington,1.0,226.0,2482 Buckingham Dr.,,Redmond,98052,POINT (-122.008493610608 47.6822938522633),2.0,Home
120,,,US,United States,United States,False,WA,79.0,Washington,1.0,130.0,5376 Catanzaro Way,,Seattle,98104,POINT (-122.219902431761 47.5795842180419),2.0,Home
121,,,US,United States,United States,False,WA,79.0,Washington,1.0,32506.0,5407 Cougar Way,,Seattle,98104,POINT (-122.25660143159 47.5795842180419),2.0,Home
122,,,US,United States,United States,False,WA,79.0,Washington,1.0,288.0,2736 Scramble Rd,,Renton,98055,POINT (-122.225567647473 47.407896454215),2.0,Home
123,,,US,United States,United States,False,WA,79.0,Washington,1.0,2.0,9833 Mt. Dias Blv.,,Bothell,98011,POINT (-122.250185528911 47.6867097047995),2.0,Home
124,,,US,United States,United States,False,WA,79.0,Washington,1.0,5.0,1226 Shoe St.,,Bothell,98011,POINT (-122.091323832402 47.7010357742081),2.0,Home
125,,,US,United States,United States,False,WA,79.0,Washington,1.0,299.0,4312 Cambridge Drive,,Renton,98055,POINT (-122.201127421989 47.4980616226464),2.0,Home
126,,,US,United States,United States,False,WA,79.0,Washington,1.0,298.0,2176 Brown Street,,Renton,98055,POINT (-122.2622279857 47.4695884115628),2.0,Home
127,,,US,United States,United States,False,WA,79.0,Washington,1.0,44.0,4095 Cooper Dr.,,Kenmore,98028,POINT (-122.327076555612 47.7668932583421),2.0,Home
128,,,US,United States,United States,False,WA,79.0,Washington,1.0,157.0,7270 Pepper Way,,Bellevue,98004,POINT (-122.155169122657 47.6153749362418),2.0,Home
129,,,US,United States,United States,False,WA,79.0,Washington,1.0,134.0,6057 Hill Street,,Edmonds,98020,POINT (-122.349866151137 47.7810609841582),2.0,Home
130,,,US,United States,United States,False,WA,79.0,Washington,1.0,72.0,5030 Blue Ridge Dr.,,Monroe,98272,POINT (-122.048966880083 47.8799530432864),2.0,Home
131,,,US,United States,United States,False,WA,79.0,Washington,1.0,117.0,426 San Rafael,,Seattle,98104,POINT (-122.268834431533 47.5986255724063),2.0,Home
132,,,US,United States,United States,False,WA,79.0,Washington,1.0,101.0,3243 Buckingham Dr.,# 207,Seattle,98104,POINT (-122.329999431249 47.6414686197262),2.0,Home
133,,,US,United States,United States,False,WA,79.0,Washington,1.0,146.0,207 Berry Court,,Edmonds,98020,POINT (-122.398815887545 47.7953996040394),2.0,Home
134,,,US,United States,United States,False,WA,79.0,Washington,1.0,140.0,371 Apple Dr.,,Edmonds,98020,POINT (-122.215254376016 47.8479745436038),2.0,Home
135,,,US,United States,United States,False,WA,79.0,Washington,1.0,62.0,3841 Silver Oaks Place,,Monroe,98272,POINT (-122.061158366136 47.8703856633197),2.0,Home
136,,,US,United States,United States,False,WA,79.0,Washington,1.0,170.0,7902 Grammercy Lane,Unit A,Bellevue,98004,POINT (-122.179609932805 47.6629950731917),2.0,Home
137,,,US,United States,United States,False,WA,79.0,Washington,1.0,32516.0,6891 Ham Drive,,Redmond,98052,POINT (-122.240518570933 47.7156747960543),2.0,Home
138,,,US,United States,United States,False,WA,79.0,Washington,1.0,159.0,1648 Eastgate Lane,,Bellevue,98004,POINT (-122.167389527731 47.6772811142767),2.0,Home
139,,,US,United States,United States,False,WA,79.0,Washington,1.0,203.0,7086 O St.,,Sammamish,98074,POINT (-121.991733454732 47.6037596794393),2.0,Home
140,,,US,United States,United States,False,WA,79.0,Washington,1.0,213.0,9322 Driving Drive,,Redmond,98052,POINT (-122.032917290642 47.7442870335894),2.0,Home
141,,,US,United States,United States,False,WA,79.0,Washington,1.0,164.0,7396 Stratton Circle,,Bellevue,98004,POINT (-122.289593578474 47.6201369499368),2.0,Home
142,,,US,United States,United States,False,WA,79.0,Washington,1.0,167.0,7221 Peachwillow Street,,Bellevue,98004,POINT (-122.252932363251 47.5677547992919),2.0,Home
143,,,US,United States,United States,False,WA,79.0,Washington,1.0,132.0,6870 D Bel Air Drive,,Edmonds,98020,POINT (-122.472240492156 47.8575336235247),2.0,Home
144,,,US,United States,United States,False,WA,79.0,Washington,1.0,168.0,1343 Prospect St,,Bellevue,98004,POINT (-122.118507907434 47.6677570868867),2.0,Home
145,,,US,United States,United States,False,WA,79.0,Washington,1.0,42.0,463 H Stagecoach Rd.,,Kenmore,98028,POINT (-122.107041842112 47.7573417899841),2.0,Home
146,,,US,United States,United States,False,WA,79.0,Washington,1.0,74.0,8310 Ridge Circle,,Monroe,98272,POINT (-121.792945672963 47.9086551831865),2.0,Home
147,,,US,United States,United States,False,WA,79.0,Washington,1.0,105.0,1619 Stillman Court,,Seattle,98104,POINT (-122.342232431192 47.6652703126817),2.0,Home
148,,,US,United States,United States,False,WA,79.0,Washington,1.0,181.0,9320 Teakwood Dr.,,Bellevue,98004,POINT (-122.069626287137 47.6772811142767),2.0,Home
149,,,US,United States,United States,False,WA,79.0,Washington,1.0,172.0,4777 Rockne Drive,,Bellevue,98004,POINT (-122.314034388623 47.5677547992919),2.0,Home
150,,,US,United States,United States,False,WA,79.0,Washington,1.0,135.0,2812 Mazatlan,,Edmonds,98020,POINT (-122.521190228564 47.7332655845542),2.0,Home
151,,,US,United States,United States,False,WA,79.0,Washington,1.0,182.0,3711 Rollingwood Dr,,Bellevue,98004,POINT (-122.265152768325 47.5677547992919),2.0,Home
152,,,US,United States,United States,False,WA,79.0,Washington,1.0,98.0,502 Alexander Pl.,,Seattle,98104,POINT (-122.329999431249 47.6605099740906),2.0,Home
153,,,US,United States,United States,False,WA,79.0,Washington,1.0,221.0,7297 RisingView,,Redmond,98052,POINT (-122.118400170762 47.6965999710309),2.0,Home
154,,,US,United States,United States,False,WA,79.0,Washington,1.0,137.0,9784 Mt Etna Drive,,Edmonds,98020,POINT (-122.203016941914 47.7571632843562),2.0,Home
155,,,US,United States,United States,False,WA,79.0,Washington,1.0,53.0,1285 Greenbrier Street,,Snohomish,98296,POINT (-122.049193333638 47.8804563828075),2.0,Home
156,,,US,United States,United States,False,WA,79.0,Washington,1.0,102.0,3029 Pastime Dr,# 2,Seattle,98104,POINT (-122.476795430567 47.6224272653618),2.0,Home
157,,,US,United States,United States,False,WA,79.0,Washington,1.0,111.0,77 Birchwood,,Seattle,98104,POINT (-122.244368431647 47.5605428636775),2.0,Home
158,,,US,United States,United States,False,WA,79.0,Washington,1.0,75.0,3747 W. Landing Avenue,,Monroe,98272,POINT (-122.024583907976 47.7747118636528),2.0,Home
159,,,US,United States,United States,False,WA,79.0,Washington,1.0,177.0,6968 Wren Ave.,,Bellevue,98004,POINT (-122.167389527731 47.6296609773268),2.0,Home
160,,,US,United States,United States,False,WA,79.0,Washington,1.0,232.0,3385 Crestview Drive,,Everett,98201,POINT (-122.128325528456 47.9322466056948),2.0,Home
161,,,US,United States,United States,False,WA,79.0,Washington,1.0,95.0,1220 Bradford Way,,Seattle,98104,POINT (-122.366698431078 47.5415015093131),2.0,Home
162,,,US,United States,United States,False,WA,79.0,Washington,1.0,78.0,1825 Corte Del Prado,,Duvall,98019,POINT (-121.749126594342 47.705025746691),2.0,Home
163,,,US,United States,United States,False,WA,79.0,Washington,1.0,248.0,1400 Gate Drive,,Newport Hills,98006,POINT (-122.134448827199 47.5230125905525),2.0,Home
164,,,US,United States,United States,False,WA,79.0,Washington,1.0,195.0,4444 Pepper Way,,Sammamish,98074,POINT (-121.942917234862 47.6752081880636),2.0,Home
165,,,US,United States,United States,False,WA,79.0,Washington,1.0,23.0,6657 Sand Pointe Lane,,Seattle,98104,POINT (-122.373607213 47.7295638308999),2.0,Home
166,,,US,United States,United States,False,WA,79.0,Washington,1.0,65.0,1356 Grove Way,,Monroe,98272,POINT (-122.097732824296 47.8368998334363),2.0,Home
167,,,US,United States,United States,False,WA,79.0,Washington,1.0,45.0,6697 Ridge Park Drive,,Kenmore,98028,POINT (-122.327076555612 47.6904815114781),2.0,Home
168,,,US,United States,United States,False,WA,79.0,Washington,1.0,59.0,2115 Passing,,Snohomish,98296,POINT (-122.098032546657 47.8613271553274),2.0,Home
169,,,US,United States,United States,False,WA,79.0,Washington,1.0,193.0,9104 Mt. Sequoia Ct.,,Sammamish,98074,POINT (-122.162590224277 47.6561552524304),2.0,Home
170,,,US,United States,United States,False,WA,79.0,Washington,1.0,89.0,3074 Arbor Drive,,Carnation,98014,POINT (-122.01158781471 47.6747297804405),2.0,Home
171,,,US,United States,United States,False,WA,79.0,Washington,1.0,129.0,5025 Holiday Hills,,Seattle,98104,POINT (-122.25660143159 47.6367082811351),2.0,Home
